Case_ID,Jurisdiction,Case_Year,Case_Type,Outcome,Cross_Jurisdictional,Finance,Customer,Internal_Process,Learning_and_Growth,Industry_Scale_and_Influence,Local_Development_Foundation,Market_Potential,Team_Source_Contribution,Customer_Satisfaction,Customer_Complaint_Number,Team_Collaboration,Business_Performance_Assessment,Public_Culture_Activities,Training_Record,Papers_and_Publications,Globalized_Individuals,Institutional_Size,High_Quality_Law_Firms,Global_Legal_Connections,Local_Economic_Development,Population_Size,Talent_Reserve_Pool,Service_Sector_Level,Article_Prediction,Cause_Prediction,Penalty_Prediction,Case_Analysis,Financial_Calculation,Liability_Score,Cross_Border_Compliance
FLC-2025-0077,Region B,2017,Administrative,Dismissed,False,48376.66,5.9,4.4,7.9,7.8,6.9,7.6,8.4,5.9,1,3.1,8.0,0.2,3,0,2,30.5,True,9,8.5,176006,9.1,7.6,Art. 5 Admin Law,Regulatory Violation,57706.11,Review charges -> Evaluate evidence -> Determine verdict,12607.05,0.26,0.56
FLC-2023-0078,Region E,2023,Administrative,Loss,True,179061.63,5.1,9.6,8.2,7.1,7.5,8.7,5.6,5.1,3,3.5,6.9,5.7,5,0,3,85.2,False,1,5.8,244306,5.1,9.2,Art. 5 Admin Law,Regulatory Violation,121856.84,Review charges -> Evaluate evidence -> Determine verdict,102009.75,0.57,0.71
FLC-2024-0079,Region C,2024,International Treaty,Loss,True,372782.65,1.2,9.2,9.2,5.9,8.6,6.7,7.4,1.2,1,0.8,5.4,7.3,2,2,0,160.4,True,3,8.8,931997,6.1,5.7,Art. 97,Cross-Border Dispute,206935.95,Assess plaintiff claims -> Review evidence -> Determine outcome,340756.38,0.91,0.42
FLC-2025-0080,Region D,2020,International Treaty,Loss,False,916639.84,4.2,6.6,9.2,6.3,4.1,9.1,5.2,4.2,1,4.2,9.5,1.4,4,1,0,158.9,False,5,9.5,408505,8.7,7.7,Art. 97,Cross-Border Dispute,206939.6,Check applicable law -> Compute damages -> Advise resolution,533999.99,0.58,0.37
FLC-2023-0081,Region A,2019,Criminal,Settlement,False,221314.15,4.4,5.5,8.3,6.0,7.0,6.8,9.9,4.4,3,4.8,6.7,1.1,2,4,3,95.2,False,8,9.3,806878,7.7,9.9,Art. 12 Penal Code,Fraud,167081.26,Analyze treaty -> Evaluate cross-border compliance -> Recommend settlement,136324.9,0.62,0.56
FLC-2024-0082,Region B,2016,International Treaty,Settlement,False,270499.8,5.6,6.9,5.8,9.7,8.9,8.0,7.3,5.6,2,6.7,8.3,5.5,8,3,2,102.7,False,2,8.9,825255,6.7,9.4,Art. 97,Cross-Border Dispute,54677.0,Check jurisdiction -> Assess contract clauses -> Compute liability,124521.1,0.46,0.54
FLC-2025-0083,Region A,2023,Criminal,Loss,True,1132934.38,0.8,7.4,8.8,7.8,6.9,4.6,6.7,0.8,3,0.0,7.7,5.0,6,3,0,91.5,True,2,7.2,227058,6.0,7.6,Art. 12 Penal Code,Fraud,239673.18,Check jurisdiction -> Assess contract clauses -> Compute liability,1085666.91,0.96,0.83
FLC-2023-0084,Region D,2022,International Treaty,Settlement,True,1109288.01,2.7,7.1,7.2,7.8,4.2,7.7,6.8,2.7,2,1.8,6.4,9.8,1,3,0,26.0,True,7,9.5,280215,5.8,7.2,Art. 97,Cross-Border Dispute,314627.54,Check applicable law -> Compute damages -> Advise resolution,924242.79,0.83,0.79
FLC-2024-0085,Region B,2015,Administrative,Win,False,1592819.64,7.9,6.5,9.9,8.3,7.4,5.0,9.4,7.9,2,6.6,5.8,0.1,9,2,0,25.3,True,3,9.5,262501,6.9,9.9,Art. 5 Admin Law,Regulatory Violation,78106.39,Check applicable law -> Compute damages -> Advise resolution,360645.6,0.23,0.62
FLC-2025-0086,Region B,2024,Civil,Loss,True,125651.61,6.7,5.5,5.6,5.4,8.0,6.5,9.5,6.7,2,4.3,7.3,7.5,9,0,4,165.1,True,2,5.2,159588,8.4,6.6,Art. 45 Civil Code,Breach of Contract,168646.98,Check applicable law -> Compute damages -> Advise resolution,50145.57,0.4,0.93
FLC-2023-0087,Region E,2022,International Treaty,Settlement,False,191027.9,4.7,4.4,5.4,6.7,9.1,5.3,6.8,4.7,4,3.5,5.2,3.0,4,3,3,61.9,True,8,8.9,816948,9.5,8.3,Art. 97,Cross-Border Dispute,266815.41,Check jurisdiction -> Assess contract clauses -> Compute liability,105741.25,0.55,0.42
FLC-2024-0088,Region D,2018,Civil,Win,False,302752.25,8.6,4.1,7.1,5.1,9.8,4.8,8.5,8.6,2,5.9,9.1,7.0,4,4,0,74.9,False,6,7.7,341754,9.4,5.6,Art. 45 Civil Code,Breach of Contract,42988.57,Analyze treaty -> Evaluate cross-border compliance -> Recommend settlement,26077.02,0.09,0.57
FLC-2025-0089,Region D,2022,Administrative,Settlement,False,326564.68,6.4,5.7,9.1,5.4,4.6,8.4,8.0,6.4,2,4.8,9.5,8.5,9,4,0,198.0,True,6,7.7,75813,9.0,5.2,Art. 5 Admin Law,Regulatory Violation,131623.56,Review charges -> Evaluate evidence -> Determine verdict,109963.71,0.34,0.78
FLC-2023-0090,Region B,2015,Administrative,Loss,False,474516.73,6.1,4.2,8.5,5.4,9.4,6.8,5.7,6.1,2,5.8,9.5,4.4,8,4,2,100.1,False,8,8.5,554091,8.4,5.7,Art. 5 Admin Law,Regulatory Violation,167518.1,Assess plaintiff claims -> Review evidence -> Determine outcome,197488.09,0.42,0.51
FLC-2024-0091,Region C,2022,International Treaty,Loss,False,730214.91,3.1,7.8,5.4,6.3,5.5,6.8,5.2,3.1,2,0.7,6.4,9.7,1,2,2,100.5,False,3,6.0,925300,7.7,9.3,Art. 97,Cross-Border Dispute,28001.12,Analyze treaty -> Evaluate cross-border compliance -> Recommend settlement,491238.93,0.67,0.33
FLC-2025-0092,Region C,2023,Commercial,Loss,True,272401.66,0.8,6.4,5.4,8.1,3.8,6.1,7.5,0.8,0,0.1,5.1,6.8,3,2,4,187.3,False,0,6.9,533498,7.1,9.5,Art. 25 CISG,Cross-Border Dispute,364826.23,Assess plaintiff claims -> Review evidence -> Determine outcome,211804.43,0.78,0.46
FLC-2023-0093,Region B,2024,International Treaty,Settlement,True,115508.06,1.1,8.3,9.3,5.0,8.0,9.0,5.2,1.1,3,0.4,8.4,1.1,1,3,1,36.6,True,7,8.8,889544,7.0,6.6,Art. 97,Cross-Border Dispute,197218.94,Analyze treaty -> Evaluate cross-border compliance -> Recommend settlement,112874.73,0.98,0.75
FLC-2024-0094,Region D,2017,Criminal,Loss,True,261373.44,1.8,9.5,8.1,9.4,8.1,4.7,9.5,1.8,2,1.7,7.7,1.4,1,0,3,73.1,False,0,5.4,854966,5.2,5.6,Art. 12 Penal Code,Fraud,165854.67,Check jurisdiction -> Assess contract clauses -> Compute liability,248456.84,0.95,0.93
FLC-2025-0095,Region A,2020,International Treaty,Loss,False,1103055.7,6.8,9.1,7.0,5.4,6.8,9.2,8.0,6.8,3,6.7,9.0,8.2,9,2,1,86.6,True,5,8.5,742280,7.6,7.6,Art. 97,Cross-Border Dispute,176846.98,Check applicable law -> Compute damages -> Advise resolution,445701.76,0.4,0.47
FLC-2023-0096,Region A,2015,Administrative,Win,False,692996.7,8.5,4.6,9.2,7.7,8.9,7.5,7.8,8.5,3,4.4,5.8,9.7,8,2,2,193.5,False,3,5.5,532885,5.2,6.9,Art. 5 Admin Law,Regulatory Violation,49470.75,Review charges -> Evaluate evidence -> Determine verdict,136545.67,0.2,0.58
FLC-2024-0097,Region D,2024,Civil,Win,False,618157.9,8.8,6.2,7.4,7.2,10.0,7.3,5.4,8.8,2,6.8,9.8,3.9,6,3,4,47.7,False,0,7.7,533844,8.8,9.2,Art. 45 Civil Code,Breach of Contract,49307.76,Assess plaintiff claims -> Review evidence -> Determine outcome,107633.9,0.17,0.86
FLC-2025-0098,Region B,2021,International Treaty,Loss,True,73053.13,0.9,7.3,5.8,7.9,10.0,4.9,9.1,0.9,3,0.6,7.0,9.9,2,0,1,103.1,False,6,7.0,657667,9.3,8.6,Art. 97,Cross-Border Dispute,194098.17,Check applicable law -> Compute damages -> Advise resolution,61783.42,0.85,0.52
FLC-2023-0099,Region C,2020,Administrative,Loss,True,275931.91,1.7,8.7,5.6,9.0,4.9,9.3,9.7,1.7,0,0.0,9.7,5.1,4,1,3,71.4,False,0,7.8,265598,6.9,7.6,Art. 5 Admin Law,Regulatory Violation,291769.15,Check applicable law -> Compute damages -> Advise resolution,211486.36,0.77,0.96
FLC-2024-0100,Region E,2023,Criminal,Loss,False,6688810.22,4.9,4.4,5.0,8.2,5.1,5.4,6.6,4.9,2,4.4,7.2,5.1,7,1,4,25.5,True,2,8.5,678673,8.2,8.2,Art. 12 Penal Code,Fraud,225393.65,Analyze treaty -> Evaluate cross-border compliance -> Recommend settlement,3163995.5,0.47,0.72
FLC-2025-0101,Region D,2017,Administrative,Loss,True,1966802.42,4.7,10.0,8.4,9.1,5.1,4.1,8.7,4.7,0,5.5,8.2,0.7,8,4,3,138.5,True,0,9.2,339113,5.5,7.0,Art. 5 Admin Law,Regulatory Violation,249225.4,Check jurisdiction -> Assess contract clauses -> Compute liability,1076179.42,0.55,0.9
FLC-2023-0102,Region C,2017,Administrative,Win,True,169426.08,1.2,7.1,6.5,5.4,6.5,8.8,8.5,1.2,3,2.0,5.7,7.1,8,3,1,70.6,False,7,6.5,988767,7.0,9.5,Art. 5 Admin Law,Regulatory Violation,120408.21,Check jurisdiction -> Assess contract clauses -> Compute liability,118175.56,0.7,0.85
FLC-2024-0103,Region C,2019,Criminal,Loss,False,2900620.24,5.9,5.3,7.1,8.8,4.3,8.3,9.3,5.9,1,3.5,7.9,6.2,4,3,1,63.5,False,3,6.5,753462,7.8,7.6,Art. 12 Penal Code,Fraud,69557.65,Assess plaintiff claims -> Review evidence -> Determine outcome,1373584.41,0.47,0.4
FLC-2025-0104,Region D,2023,Administrative,Win,False,655016.67,5.7,8.5,6.6,5.0,6.6,4.3,6.4,5.7,0,3.9,5.3,8.4,9,4,3,153.4,True,8,6.8,557690,7.8,9.3,Art. 5 Admin Law,Regulatory Violation,98073.1,Check jurisdiction -> Assess contract clauses -> Compute liability,163167.04,0.25,0.6
FLC-2023-0105,Region B,2022,International Treaty,Loss,True,293818.52,0.0,9.8,5.4,8.4,6.5,6.3,8.2,0.0,1,0.7,5.7,2.5,5,0,3,43.3,True,3,8.5,862789,6.3,7.4,Art. 97,Cross-Border Dispute,404781.68,Assess plaintiff claims -> Review evidence -> Determine outcome,289661.37,0.99,0.62
FLC-2024-0106,Region B,2017,Civil,Win,True,440864.13,5.7,6.2,5.3,8.8,5.9,8.9,9.3,5.7,0,3.5,8.3,4.7,8,0,3,142.0,True,1,7.0,616175,8.3,8.7,Art. 45 Civil Code,Breach of Contract,131683.34,Analyze treaty -> Evaluate cross-border compliance -> Recommend settlement,177668.07,0.4,1.0
FLC-2025-0107,Region D,2018,Criminal,Loss,True,416006.73,2.5,4.5,5.2,8.3,8.8,8.7,7.7,2.5,4,1.2,8.4,2.4,6,1,0,42.4,True,9,5.2,501098,7.0,7.7,Art. 12 Penal Code,Fraud,269244.13,Analyze treaty -> Evaluate cross-border compliance -> Recommend settlement,377533.43,0.91,0.66
FLC-2023-0108,Region C,2015,Criminal,Settlement,False,409473.56,4.9,7.1,9.9,5.6,3.1,8.6,9.0,4.9,1,6.0,5.9,4.4,5,0,0,153.0,True,6,6.7,676453,7.9,7.8,Art. 12 Penal Code,Fraud,159809.61,Assess plaintiff claims -> Review evidence -> Determine outcome,205351.78,0.5,0.65
FLC-2024-0109,Region C,2022,International Treaty,Loss,True,549254.33,0.8,8.7,8.9,7.3,5.8,5.8,5.3,0.8,0,1.4,9.7,6.0,7,3,1,124.8,True,7,9.7,143980,7.7,8.3,Art. 97,Cross-Border Dispute,291947.82,Analyze treaty -> Evaluate cross-border compliance -> Recommend settlement,526791.01,0.96,0.8
FLC-2025-0110,Region D,2023,Civil,Loss,False,1024801.84,6.6,8.7,7.9,5.7,8.7,7.8,6.9,6.6,3,6.1,8.2,8.1,4,3,0,180.2,False,8,8.4,667393,5.7,5.0,Art. 45 Civil Code,Breach of Contract,196929.3,Review charges -> Evaluate evidence -> Determine verdict,408032.97,0.4,0.63
FLC-2023-0111,Region B,2019,Criminal,Loss,True,1882029.81,1.2,9.8,8.1,9.6,8.3,7.3,5.9,1.2,2,1.2,5.8,4.5,1,0,2,162.8,True,5,5.5,276011,9.8,10.0,Art. 12 Penal Code,Fraud,262612.79,Review charges -> Evaluate evidence -> Determine verdict,1348447.46,0.72,1.0
FLC-2024-0112,Region A,2018,Commercial,Settlement,True,89489.42,1.2,9.0,8.7,6.8,7.9,6.4,9.8,1.2,1,1.1,8.8,1.6,8,3,0,102.5,False,0,5.8,619071,8.8,9.3,Art. 25 CISG,Cross-Border Dispute,209172.91,Review charges -> Evaluate evidence -> Determine verdict,66778.55,0.75,0.9
FLC-2025-0113,Region E,2019,Administrative,Win,False,228209.15,5.3,5.3,6.6,9.2,8.1,4.6,7.1,5.3,0,5.5,7.0,8.9,4,0,2,191.9,False,0,5.2,93764,7.4,8.2,Art. 5 Admin Law,Regulatory Violation,3158.31,Check jurisdiction -> Assess contract clauses -> Compute liability,94426.24,0.41,0.63
FLC-2023-0114,Region D,2015,Administrative,Dismissed,False,406539.75,6.2,5.1,9.6,5.5,6.5,5.3,5.2,6.2,1,3.1,9.8,1.5,8,4,0,191.1,False,4,8.6,397087,7.9,7.6,Art. 5 Admin Law,Regulatory Violation,77799.21,Check jurisdiction -> Assess contract clauses -> Compute liability,94631.14,0.23,0.68
FLC-2024-0115,Region B,2022,Administrative,Loss,True,2213690.37,5.6,6.4,8.8,9.1,9.2,7.3,6.0,5.6,0,4.2,6.5,5.9,9,2,3,73.1,False,2,7.5,999082,5.5,9.1,Art. 5 Admin Law,Regulatory Violation,168270.3,Check applicable law -> Compute damages -> Advise resolution,1149987.96,0.52,0.9
FLC-2025-0116,Region D,2019,International Treaty,Loss,False,230277.87,4.1,6.4,7.7,7.7,7.1,4.4,6.8,4.1,0,2.7,9.9,2.3,6,4,4,98.7,False,2,5.3,863147,9.8,6.1,Art. 97,Cross-Border Dispute,122613.06,Check applicable law -> Compute damages -> Advise resolution,166108.21,0.72,0.41
FLC-2023-0117,Region D,2019,Criminal,Loss,True,421337.9,0.5,8.3,9.1,5.9,5.6,9.4,9.0,0.5,4,1.6,7.7,1.5,7,1,1,23.7,True,1,8.9,140784,6.3,8.1,Art. 12 Penal Code,Fraud,363593.13,Assess plaintiff claims -> Review evidence -> Determine outcome,388362.88,0.92,0.88
FLC-2024-0118,Region A,2023,Administrative,Dismissed,False,47066.94,7.8,5.0,9.9,7.2,4.1,5.1,5.5,7.8,0,6.4,5.6,1.3,9,0,1,165.3,False,8,6.7,693485,8.3,5.8,Art. 5 Admin Law,Regulatory Violation,121006.26,Assess plaintiff claims -> Review evidence -> Determine outcome,12737.27,0.27,0.61
FLC-2025-0119,Region B,2015,Commercial,Loss,True,153382.09,2.0,6.3,5.8,8.9,8.1,6.3,5.1,2.0,3,3.5,5.6,8.0,1,1,4,37.6,False,7,8.5,595821,7.7,9.8,Art. 25 CISG,Cross-Border Dispute,306574.54,Check applicable law -> Compute damages -> Advise resolution,112148.41,0.73,0.66
FLC-2023-0120,Region E,2024,Commercial,Win,False,445549.29,7.1,8.9,8.4,8.1,5.2,8.9,7.5,7.1,2,6.2,9.3,9.8,3,1,3,141.3,False,0,7.7,151653,7.0,6.0,Art. 25 CISG,Cross-Border Dispute,97650.21,Assess plaintiff claims -> Review evidence -> Determine outcome,148799.15,0.33,0.57
FLC-2024-0121,Region B,2022,Civil,Win,True,261441.32,5.3,8.7,6.4,7.2,7.8,6.0,5.3,5.3,3,4.1,9.9,7.8,7,2,4,38.2,False,7,6.4,577201,9.6,5.1,Art. 45 Civil Code,Breach of Contract,145969.15,Check jurisdiction -> Assess contract clauses -> Compute liability,148402.2,0.57,0.89
FLC-2025-0122,Region D,2018,International Treaty,Loss,True,663254.53,0.1,6.5,6.7,7.0,4.8,5.2,7.4,0.1,1,0.1,6.4,6.6,6,1,2,127.2,False,5,5.3,855568,5.5,8.0,Art. 97,Cross-Border Dispute,373288.27,Check applicable law -> Compute damages -> Advise resolution,594121.15,0.9,0.61
FLC-2023-0123,Region B,2023,Civil,Win,True,646072.0,4.7,7.2,6.2,5.0,4.2,4.7,7.2,4.7,4,4.8,9.7,7.4,5,2,3,146.2,False,8,5.3,194984,5.1,7.9,Art. 45 Civil Code,Breach of Contract,236350.2,Assess plaintiff claims -> Review evidence -> Determine outcome,419855.22,0.65,1.0
FLC-2024-0124,Region C,2020,Criminal,Win,False,318979.4,7.1,4.6,5.0,7.2,3.6,8.5,9.6,7.1,3,5.3,9.3,8.2,9,2,1,199.3,False,0,7.7,92176,6.2,8.6,Art. 12 Penal Code,Fraud,98314.98,Review charges -> Evaluate evidence -> Determine verdict,107701.63,0.34,0.59
FLC-2025-0125,Region E,2022,International Treaty,Settlement,False,673640.91,2.9,6.1,7.1,6.1,7.2,7.6,6.9,2.9,1,1.5,9.4,3.8,4,2,4,161.6,False,2,8.1,884520,6.3,9.9,Art. 97,Cross-Border Dispute,117931.05,Check applicable law -> Compute damages -> Advise resolution,428380.59,0.64,0.46
FLC-2023-0126,Region C,2015,Administrative,Dismissed,False,1175927.82,7.4,9.4,8.3,8.9,6.2,7.8,6.2,7.4,3,5.3,9.2,5.0,2,3,2,188.5,True,1,9.1,631421,8.9,8.0,Art. 5 Admin Law,Regulatory Violation,14439.77,Assess plaintiff claims -> Review evidence -> Determine outcome,264249.24,0.22,0.46
FLC-2024-0127,Region E,2015,Criminal,Settlement,False,1295319.08,3.8,8.6,7.0,8.3,4.8,5.0,5.8,3.8,4,0.6,8.9,9.4,2,2,4,168.8,True,2,5.6,537644,5.0,9.6,Art. 12 Penal Code,Fraud,54733.7,Check jurisdiction -> Assess contract clauses -> Compute liability,699035.78,0.54,0.47
FLC-2025-0128,Region E,2019,Criminal,Loss,False,2869405.23,6.1,6.0,6.8,7.5,9.6,9.3,5.5,6.1,0,4.4,5.4,8.3,7,0,4,141.8,False,0,6.7,746423,8.7,7.2,Art. 12 Penal Code,Fraud,16188.2,Assess plaintiff claims -> Review evidence -> Determine outcome,864935.68,0.3,0.69
FLC-2023-0129,Region C,2021,Criminal,Win,False,781846.94,5.1,6.6,8.7,9.3,6.7,8.7,6.5,5.1,0,4.6,6.7,4.1,3,1,1,134.2,True,2,6.1,780976,6.1,6.6,Art. 12 Penal Code,Fraud,62147.03,Analyze treaty -> Evaluate cross-border compliance -> Recommend settlement,304683.92,0.39,0.64
FLC-2024-0130,Region A,2023,Civil,Loss,True,266095.52,4.4,6.5,7.1,7.7,7.9,8.2,5.9,4.4,1,4.0,6.6,5.5,1,1,4,115.9,True,0,7.5,94500,6.7,5.7,Art. 45 Civil Code,Breach of Contract,126324.04,Assess plaintiff claims -> Review evidence -> Determine outcome,115465.71,0.43,0.81
FLC-2025-0131,Region A,2015,Commercial,Settlement,True,2097065.28,4.9,9.7,8.9,8.1,9.0,8.0,7.0,4.9,4,3.6,8.1,6.9,9,3,0,116.4,True,0,7.3,633405,9.2,7.4,Art. 25 CISG,Cross-Border Dispute,181310.76,Check applicable law -> Compute damages -> Advise resolution,1259116.71,0.6,0.77
FLC-2023-0132,Region D,2022,Commercial,Settlement,False,1324398.87,6.4,4.1,6.4,6.0,3.3,6.9,5.9,6.4,3,4.3,9.2,5.5,1,4,1,87.6,False,5,7.2,482215,9.7,5.2,Art. 25 CISG,Cross-Border Dispute,32953.3,Check applicable law -> Compute damages -> Advise resolution,446894.92,0.34,0.37
FLC-2024-0133,Region A,2018,Civil,Dismissed,False,415183.32,9.5,6.8,8.6,8.3,8.0,4.1,6.1,9.5,0,9.1,6.9,6.3,2,4,0,124.6,True,8,7.9,953164,7.6,6.8,Art. 45 Civil Code,Breach of Contract,26368.75,Check applicable law -> Compute damages -> Advise resolution,51864.48,0.12,0.69
FLC-2025-0134,Region A,2024,Administrative,Settlement,True,1364497.19,4.7,9.4,8.8,8.0,7.6,9.3,7.9,4.7,1,2.6,6.5,4.1,6,2,0,63.5,True,1,7.1,532147,8.6,8.7,Art. 5 Admin Law,Regulatory Violation,53659.08,Review charges -> Evaluate evidence -> Determine verdict,924208.65,0.68,0.72
FLC-2023-0135,Region B,2015,International Treaty,Loss,False,1635540.99,1.8,5.6,8.5,6.3,9.6,7.8,6.6,1.8,4,0.3,9.1,4.6,4,1,4,166.7,True,3,7.3,651102,5.9,5.4,Art. 97,Cross-Border Dispute,237143.8,Check jurisdiction -> Assess contract clauses -> Compute liability,1321088.61,0.81,0.54
FLC-2024-0136,Region D,2022,Administrative,Loss,True,171197.93,2.5,9.1,8.9,7.1,4.4,7.1,8.7,2.5,4,1.7,9.1,8.4,1,4,2,199.8,False,9,5.0,24386,6.2,5.2,Art. 5 Admin Law,Regulatory Violation,354872.54,Review charges -> Evaluate evidence -> Determine verdict,127281.12,0.74,0.75
FLC-2025-0137,Region D,2019,Administrative,Dismissed,False,723273.07,8.0,5.4,5.1,8.8,7.4,8.6,5.2,8.0,2,6.2,5.0,9.4,5,4,4,125.6,False,8,5.3,596484,8.8,7.2,Art. 5 Admin Law,Regulatory Violation,59325.97,Review charges -> Evaluate evidence -> Determine verdict,143447.97,0.2,0.58
FLC-2023-0138,Region A,2017,International Treaty,Loss,True,195159.28,0.0,6.7,7.5,9.3,6.2,9.6,7.5,0.0,2,0.4,9.2,3.6,6,1,2,50.1,True,4,5.3,919074,8.5,8.2,Art. 97,Cross-Border Dispute,328950.0,Review charges -> Evaluate evidence -> Determine verdict,195159.28,1.0,0.65
FLC-2024-0139,Region B,2020,Criminal,Settlement,False,54174.93,7.0,6.7,8.3,9.2,4.2,4.1,8.9,7.0,2,7.3,8.5,8.4,6,3,2,135.0,True,9,7.0,544692,7.9,9.2,Art. 12 Penal Code,Fraud,39223.64,Check jurisdiction -> Assess contract clauses -> Compute liability,23065.06,0.43,0.55
FLC-2025-0140,Region A,2024,International Treaty,Loss,True,231580.91,1.0,4.5,8.0,9.4,9.2,8.0,6.1,1.0,4,2.5,9.9,6.8,5,0,2,56.1,False,4,9.5,309974,8.0,8.1,Art. 97,Cross-Border Dispute,218668.05,Analyze treaty -> Evaluate cross-border compliance -> Recommend settlement,213494.27,0.92,0.56
FLC-2023-0141,Region A,2024,International Treaty,Win,False,942155.1,2.3,9.6,5.4,6.9,3.5,5.3,6.1,2.3,3,0.6,5.3,9.4,4,4,3,195.2,True,8,9.8,186639,5.0,5.8,Art. 97,Cross-Border Dispute,85845.93,Assess plaintiff claims -> Review evidence -> Determine outcome,531934.97,0.56,0.31
FLC-2024-0142,Region B,2024,Commercial,Dismissed,False,761691.32,8.3,8.9,5.7,6.7,9.1,4.9,5.4,8.3,1,5.3,9.1,7.1,5,1,2,20.6,False,6,5.4,479454,9.9,7.0,Art. 25 CISG,Cross-Border Dispute,115191.32,Check jurisdiction -> Assess contract clauses -> Compute liability,211908.34,0.28,0.46
FLC-2025-0143,Region A,2016,International Treaty,Loss,True,162249.08,0.9,8.0,8.9,9.3,5.2,7.2,9.2,0.9,0,0.2,8.8,9.4,5,1,4,153.5,True,5,9.2,325934,5.6,9.0,Art. 97,Cross-Border Dispute,272562.18,Check applicable law -> Compute damages -> Advise resolution,129858.62,0.8,0.7
FLC-2023-0144,Region A,2024,Criminal,Win,False,642730.76,3.1,9.2,7.0,9.9,9.5,8.4,6.4,3.1,3,2.5,5.8,8.5,3,4,1,182.6,True,5,9.8,926767,6.9,8.9,Art. 12 Penal Code,Fraud,37758.83,Analyze treaty -> Evaluate cross-border compliance -> Recommend settlement,275809.58,0.43,0.64
FLC-2024-0145,Region A,2018,Commercial,Settlement,False,1697515.25,6.8,8.0,6.1,6.1,9.1,5.5,6.3,6.8,4,7.1,8.1,6.0,1,3,3,155.0,False,5,6.3,594792,6.8,5.5,Art. 25 CISG,Cross-Border Dispute,133790.11,Check applicable law -> Compute damages -> Advise resolution,627265.14,0.37,0.57
FLC-2025-0146,Region E,2023,Commercial,Settlement,False,1013712.43,5.3,8.2,8.1,8.8,6.6,8.2,9.7,5.3,1,4.2,7.0,8.3,5,4,0,111.9,False,3,8.4,295067,7.5,7.5,Art. 25 CISG,Cross-Border Dispute,91574.37,Assess plaintiff claims -> Review evidence -> Determine outcome,402714.3,0.4,0.43
FLC-2023-0147,Region C,2016,Civil,Win,True,1077320.57,6.8,5.3,6.7,7.3,8.4,9.5,5.9,6.8,2,5.7,5.9,3.8,8,1,2,155.1,False,0,6.1,257505,8.4,7.8,Art. 45 Civil Code,Breach of Contract,4245.53,Check applicable law -> Compute damages -> Advise resolution,314134.51,0.29,1.0
FLC-2024-0148,Region E,2015,Civil,Settlement,True,371177.65,5.6,6.0,6.5,5.2,7.5,7.6,8.3,5.6,3,3.8,9.2,9.5,3,3,3,83.1,True,0,6.4,969761,7.3,8.4,Art. 45 Civil Code,Breach of Contract,227853.85,Review charges -> Evaluate evidence -> Determine verdict,210407.8,0.57,0.91
FLC-2025-0149,Region D,2022,Commercial,Settlement,True,931922.85,6.5,5.9,9.2,5.4,9.9,7.2,9.9,6.5,1,4.9,9.6,0.6,9,3,4,100.4,False,1,5.9,618367,7.4,8.3,Art. 25 CISG,Cross-Border Dispute,237721.17,Analyze treaty -> Evaluate cross-border compliance -> Recommend settlement,460304.79,0.49,0.76
FLC-2023-0150,Region D,2017,Commercial,Loss,True,1009281.25,2.4,5.3,8.3,7.1,5.8,9.3,9.5,2.4,3,2.4,6.6,6.9,1,0,1,53.2,False,9,8.0,423739,9.2,5.6,Art. 25 CISG,Cross-Border Dispute,38171.03,Review charges -> Evaluate evidence -> Determine verdict,788854.92,0.78,0.79
FLC-2024-0151,Region C,2018,Administrative,Settlement,False,890032.82,6.7,8.4,8.2,7.9,5.7,6.1,5.2,6.7,3,3.5,8.7,6.6,2,4,3,177.1,False,7,8.3,830378,7.1,7.8,Art. 5 Admin Law,Regulatory Violation,113782.3,Check applicable law -> Compute damages -> Advise resolution,287419.56,0.32,0.77
FLC-2025-0152,Region D,2016,Civil,Loss,True,998659.82,5.5,8.4,5.2,8.3,6.7,4.6,5.9,5.5,2,2.9,8.7,5.6,6,3,1,162.8,False,6,9.8,351164,6.2,5.7,Art. 45 Civil Code,Breach of Contract,65170.85,Assess plaintiff claims -> Review evidence -> Determine outcome,427874.12,0.43,0.83
FLC-2023-0153,Region A,2024,Administrative,Settlement,True,688854.62,5.5,6.2,9.1,9.1,6.3,6.1,6.8,5.5,0,4.6,6.6,2.1,1,0,4,171.4,False,7,9.0,590621,8.8,8.9,Art. 5 Admin Law,Regulatory Violation,59933.04,Check applicable law -> Compute damages -> Advise resolution,309648.69,0.45,0.81
FLC-2024-0154,Region E,2020,Commercial,Settlement,True,185353.45,2.9,5.0,8.3,9.9,6.9,8.3,5.3,2.9,3,3.0,5.6,6.1,3,0,2,83.8,True,3,8.4,636311,5.2,6.6,Art. 25 CISG,Cross-Border Dispute,219252.02,Check applicable law -> Compute damages -> Advise resolution,117521.01,0.63,0.69
FLC-2025-0155,Region A,2020,International Treaty,Loss,False,513482.87,3.0,8.1,8.3,5.4,5.8,5.1,5.8,3.0,3,2.9,9.5,1.6,2,2,2,67.2,True,6,6.1,840431,5.3,7.3,Art. 97,Cross-Border Dispute,188580.15,Check applicable law -> Compute damages -> Advise resolution,354944.18,0.69,0.39
FLC-2023-0156,Region A,2021,Commercial,Loss,False,96999.67,6.7,8.4,9.1,5.7,8.8,7.2,9.2,6.7,3,5.2,6.9,9.2,2,1,0,75.5,True,3,6.1,335199,5.2,6.4,Art. 25 CISG,Cross-Border Dispute,42360.11,Check applicable law -> Compute damages -> Advise resolution,29138.36,0.3,0.45
